2026-03-12 03:16:33 | INFO     | ==========================================
2026-03-12 03:16:33 | INFO     |      SCHEDULER PFE — DEMARRAGE
2026-03-12 03:16:33 | INFO     | ==========================================
2026-03-12 03:16:33 | INFO     | Intervalle      : 1 minute(s)
2026-03-12 03:16:33 | INFO     | Reconnexion     : 3 tentatives / 5s d'intervalle
2026-03-12 03:16:33 | INFO     | Mode            : Nouveaux seulement (UNSEEN)
2026-03-12 03:16:33 | INFO     | Ctrl+C pour arreter
2026-03-12 03:16:33 | INFO     | ==========================================

2026-03-12 03:16:33 | INFO     | ==========================================
2026-03-12 03:16:33 | INFO     |   CYCLE #1 — 12/03/2026 03:16:33
2026-03-12 03:16:33 | INFO     | ==========================================
2026-03-12 03:16:33 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:16:33 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:16:33 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:16:34 | INFO     | Connexion établie avec succès
2026-03-12 03:16:34 | INFO     | 1 nouveau(x) email(s) trouvé(s) dans INBOX
2026-03-12 03:16:34 | INFO     | 1 email(s) a traiter
2026-03-12 03:16:34 | INFO     | ------------------------------------------
2026-03-12 03:16:34 | INFO     | [1/1] Traitement email ID 14...
2026-03-12 03:16:34 | INFO     |   Sujet      : Alerte de sécurité
2026-03-12 03:16:34 | INFO     |   De         : Google <no-reply@accounts.google.com>
2026-03-12 03:16:34 | INFO     |   Date       : Thu, 12 Mar 2026 01:56:31 GMT
2026-03-12 03:16:34 | INFO     |   Aucun CV detecte — aucun fichier cree
2026-03-12 03:16:34 | INFO     |   JSON sauvegarde : data\raw\email_14.json
2026-03-12 03:16:34 | INFO     |   Indexe dans Elasticsearch
2026-03-12 03:16:35 | ERROR    | Erreur inattendue durant le cycle #1 : 'fichiers'
2026-03-12 03:16:35 | INFO     | Déconnexion propre réussie
2026-03-12 03:16:35 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:17:35 | INFO     | ==========================================
2026-03-12 03:17:35 | INFO     |   CYCLE #2 — 12/03/2026 03:17:35
2026-03-12 03:17:35 | INFO     | ==========================================
2026-03-12 03:17:35 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:17:35 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:17:36 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:17:36 | INFO     | Connexion établie avec succès
2026-03-12 03:17:36 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:17:36 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:17:36 | INFO     | Résumé cycle #2
2026-03-12 03:17:36 | INFO     |   Emails traites  : 0
2026-03-12 03:17:36 | INFO     |   Pieces jointes  : 0
2026-03-12 03:17:37 | INFO     | Déconnexion propre réussie
2026-03-12 03:17:37 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:18:37 | INFO     | ==========================================
2026-03-12 03:18:37 | INFO     |   CYCLE #3 — 12/03/2026 03:18:37
2026-03-12 03:18:37 | INFO     | ==========================================
2026-03-12 03:18:37 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:18:37 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:18:37 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:18:38 | INFO     | Connexion établie avec succès
2026-03-12 03:18:38 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:18:38 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:18:38 | INFO     | Résumé cycle #3
2026-03-12 03:18:38 | INFO     |   Emails traites  : 0
2026-03-12 03:18:38 | INFO     |   Pieces jointes  : 0
2026-03-12 03:18:38 | INFO     | Déconnexion propre réussie
2026-03-12 03:18:38 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:19:38 | INFO     | ==========================================
2026-03-12 03:19:38 | INFO     |   CYCLE #4 — 12/03/2026 03:19:38
2026-03-12 03:19:38 | INFO     | ==========================================
2026-03-12 03:19:38 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:19:38 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:19:39 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:19:39 | INFO     | Connexion établie avec succès
2026-03-12 03:19:40 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:19:40 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:19:40 | INFO     | Résumé cycle #4
2026-03-12 03:19:40 | INFO     |   Emails traites  : 0
2026-03-12 03:19:40 | INFO     |   Pieces jointes  : 0
2026-03-12 03:19:40 | INFO     | Déconnexion propre réussie
2026-03-12 03:19:40 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:20:40 | INFO     | ==========================================
2026-03-12 03:20:40 | INFO     |   CYCLE #5 — 12/03/2026 03:20:40
2026-03-12 03:20:40 | INFO     | ==========================================
2026-03-12 03:20:40 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:20:40 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:20:41 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:20:41 | INFO     | Connexion établie avec succès
2026-03-12 03:20:42 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:20:42 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:20:42 | INFO     | Résumé cycle #5
2026-03-12 03:20:42 | INFO     |   Emails traites  : 0
2026-03-12 03:20:42 | INFO     |   Pieces jointes  : 0
2026-03-12 03:20:42 | INFO     | Déconnexion propre réussie
2026-03-12 03:20:42 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:21:42 | INFO     | ==========================================
2026-03-12 03:21:42 | INFO     |   CYCLE #6 — 12/03/2026 03:21:42
2026-03-12 03:21:42 | INFO     | ==========================================
2026-03-12 03:21:42 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:21:42 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:21:43 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:21:43 | INFO     | Connexion établie avec succès
2026-03-12 03:21:44 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:21:44 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:21:44 | INFO     | Résumé cycle #6
2026-03-12 03:21:44 | INFO     |   Emails traites  : 0
2026-03-12 03:21:44 | INFO     |   Pieces jointes  : 0
2026-03-12 03:21:44 | INFO     | Déconnexion propre réussie
2026-03-12 03:21:44 | INFO     | Prochain cycle dans 1 minute(s)

2026-03-12 03:22:44 | INFO     | ==========================================
2026-03-12 03:22:44 | INFO     |   CYCLE #7 — 12/03/2026 03:22:44
2026-03-12 03:22:44 | INFO     | ==========================================
2026-03-12 03:22:44 | INFO     | Tentative de connexion 1/3...
2026-03-12 03:22:44 | INFO     | Tentative de connexion IMAP...
2026-03-12 03:22:48 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-12 03:22:50 | INFO     | Connexion établie avec succès
2026-03-12 03:22:51 | INFO     | Aucun nouveau email trouvé
2026-03-12 03:22:51 | INFO     | Aucun nouveau email — en attente du prochain cycle
2026-03-12 03:22:51 | INFO     | Résumé cycle #7
