2026-03-09 00:52:37 | INFO     | Scheduler PFE démarré
2026-03-09 00:52:37 | INFO     | Intervalle      : 1 minute(s)
2026-03-09 00:52:37 | INFO     | Reconnexion     : 3 tentatives / 5s d'intervalle
2026-03-09 00:52:37 | INFO     | Mode            : Nouveaux seulement
2026-03-09 00:52:37 | INFO     | Appuie sur Ctrl+C pour arrêter
2026-03-09 00:52:37 | INFO     | ========================================
2026-03-09 00:52:37 | INFO     | Début vérification des emails
2026-03-09 00:52:37 | INFO     | ========================================
2026-03-09 00:52:37 | INFO     | Tentative de connexion 1/3...
2026-03-09 00:52:37 | INFO     | Tentative de connexion IMAP...
2026-03-09 00:52:38 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-09 00:52:38 | INFO     | Connexion établie avec succès
2026-03-09 00:52:38 | INFO     | 2 nouveau(x) email(s) trouvé(s) dans INBOX
2026-03-09 00:52:38 | INFO     | 2 email(s) à traiter
2026-03-09 00:52:38 | INFO     | Email ID 8 traité
2026-03-09 00:52:38 | INFO     | Email ID 9 traité
2026-03-09 00:52:39 | INFO     | Déconnexion propre réussie
2026-03-09 00:52:39 | INFO     | Prochaine vérification dans 1 minute(s)
2026-03-09 00:53:39 | INFO     | ========================================
2026-03-09 00:53:39 | INFO     | Début vérification des emails
2026-03-09 00:53:39 | INFO     | ========================================
2026-03-09 00:53:39 | INFO     | Tentative de connexion 1/3...
2026-03-09 00:53:39 | INFO     | Tentative de connexion IMAP...
2026-03-09 00:53:40 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-09 00:53:40 | INFO     | Connexion établie avec succès
2026-03-09 00:53:41 | INFO     | 2 nouveau(x) email(s) trouvé(s) dans INBOX
2026-03-09 00:53:41 | INFO     | 2 email(s) à traiter
2026-03-09 00:53:41 | INFO     | Email ID 8 traité
2026-03-09 00:53:41 | INFO     | Email ID 9 traité
2026-03-09 00:53:41 | INFO     | Déconnexion propre réussie
2026-03-09 00:53:41 | INFO     | Prochaine vérification dans 1 minute(s)
2026-03-09 00:53:58 | INFO     | Scheduler arrêté par l'utilisateur
2026-03-09 00:54:01 | INFO     | Scheduler PFE démarré
2026-03-09 00:54:01 | INFO     | Intervalle      : 1 minute(s)
2026-03-09 00:54:01 | INFO     | Reconnexion     : 3 tentatives / 5s d'intervalle
2026-03-09 00:54:01 | INFO     | Mode            : Nouveaux seulement
2026-03-09 00:54:01 | INFO     | Appuie sur Ctrl+C pour arrêter
2026-03-09 00:54:01 | INFO     | ========================================
2026-03-09 00:54:01 | INFO     | Début vérification des emails
2026-03-09 00:54:01 | INFO     | ========================================
2026-03-09 00:54:01 | INFO     | Tentative de connexion 1/3...
2026-03-09 00:54:01 | INFO     | Tentative de connexion IMAP...
2026-03-09 00:54:02 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-09 00:54:02 | INFO     | Connexion établie avec succès
2026-03-09 00:54:02 | INFO     | 4 nouveau(x) email(s) trouvé(s) dans INBOX
2026-03-09 00:54:02 | INFO     | 4 email(s) à traiter
2026-03-09 00:54:02 | INFO     | Email ID 8 traité
2026-03-09 00:54:02 | INFO     | Email ID 9 traité
2026-03-09 00:54:02 | INFO     | Email ID 10 traité
2026-03-09 00:54:02 | INFO     | Email ID 11 traité
2026-03-09 00:54:03 | INFO     | Déconnexion propre réussie
2026-03-09 00:54:03 | INFO     | Prochaine vérification dans 1 minute(s)
2026-03-09 00:55:03 | INFO     | ========================================
2026-03-09 00:55:03 | INFO     | Début vérification des emails
2026-03-09 00:55:03 | INFO     | ========================================
2026-03-09 00:55:03 | INFO     | Tentative de connexion 1/3...
2026-03-09 00:55:03 | INFO     | Tentative de connexion IMAP...
2026-03-09 00:55:04 | INFO     | Connecté avec succès : pfe.candidatures@gmail.com
2026-03-09 00:55:04 | INFO     | Connexion établie avec succès
2026-03-09 00:55:04 | INFO     | 4 nouveau(x) email(s) trouvé(s) dans INBOX
2026-03-09 00:55:04 | INFO     | 4 email(s) à traiter
2026-03-09 00:55:04 | INFO     | Email ID 8 traité
2026-03-09 00:55:04 | INFO     | Email ID 9 traité
2026-03-09 00:55:04 | INFO     | Email ID 10 traité
2026-03-09 00:55:04 | INFO     | Email ID 11 traité
